id,player_id,player_name,team,season,split_type,split_category,games,completions,attempts,completion_pct,pass_yards,pass_tds,interceptions,rating,sacks,sack_yards,net_yards_per_attempt,scraped_at,updated_at,rush_attempts,rush_yards,rush_tds,fumbles,fumbles_lost,fumbles_forced,fumbles_recovered,fumble_recovery_yards,fumble_recovery_tds,incompletions,wins,losses,ties,attempts_per_game,yards_per_game,rush_attempts_per_game,rush_yards_per_game,total_tds,points
1,joeburrow,Joe Burrow,CIN,2024,other,NFL,17,460,652,70.55,4918,43,9,108.50,48,278,7.54,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
2,joeburrow,Joe Burrow,CIN,2024,other,Home,8,223,299,74.58,2338,23,4,116.90,25,160,7.82,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
3,joeburrow,Joe Burrow,CIN,2024,other,Road,9,237,353,67.14,2580,20,5,101.50,23,118,7.31,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
4,joeburrow,Joe Burrow,CIN,2024,other,Win,9,241,329,73.25,2453,22,6,108.90,26,163,7.46,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
5,joeburrow,Joe Burrow,CIN,2024,other,Loss,8,219,323,67.80,2465,21,3,108.20,22,115,7.63,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
6,joeburrow,Joe Burrow,CIN,2024,other,0-7 points,11,317,450,70.44,3470,29,4,110.70,37,189,7.71,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
7,joeburrow,Joe Burrow,CIN,2024,other,8-14 points,3,67,96,69.79,711,5,3,95.40,5,27,7.41,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
8,joeburrow,Joe Burrow,CIN,2024,other,15+ points,3,76,106,71.70,737,9,2,111.20,6,62,6.95,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
9,joeburrow,Joe Burrow,CIN,2024,other,September,4,95,134,70.90,978,7,1,105.90,8,34,7.30,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
10,joeburrow,Joe Burrow,CIN,2024,other,October,4,90,129,69.77,1015,8,2,107.20,11,75,7.87,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
11,joeburrow,Joe Burrow,CIN,2024,other,November,3,89,145,61.38,1035,12,1,107.70,7,29,7.14,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
12,joeburrow,Joe Burrow,CIN,2024,other,December,5,149,198,75.25,1613,15,4,115.60,18,109,8.15,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
13,joeburrow,Joe Burrow,CIN,2024,other,January,1,37,46,80.43,277,1,1,89.90,4,31,6.02,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
14,joeburrow,Joe Burrow,CIN,2024,other,1-4,4,95,134,70.90,978,7,1,105.90,8,34,7.30,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
15,joeburrow,Joe Burrow,CIN,2024,other,5-8,4,90,129,69.77,1015,8,2,107.20,11,75,7.87,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
16,joeburrow,Joe Burrow,CIN,2024,other,9-12,4,117,183,63.93,1344,15,2,108.70,11,56,7.34,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
17,joeburrow,Joe Burrow,CIN,2024,other,13+,5,158,206,76.70,1581,13,4,110.90,18,113,7.67,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
18,joeburrow,Joe Burrow,CIN,2024,other,Sunday,12,288,419,68.74,3108,29,7,106.40,30,190,7.42,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
19,joeburrow,Joe Burrow,CIN,2024,other,Monday,2,62,82,75.61,693,6,1,119.60,4,22,8.45,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
20,joeburrow,Joe Burrow,CIN,2024,other,Thursday,1,34,56,60.71,428,4,0,108.30,3,7,7.64,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
21,joeburrow,Joe Burrow,CIN,2024,other,Saturday,2,76,95,80.00,689,4,1,106.50,11,59,7.25,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
22,joeburrow,Joe Burrow,CIN,2024,other,Early,9,218,305,71.48,2286,24,7,109.50,20,139,7.50,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
23,joeburrow,Joe Burrow,CIN,2024,other,Afternoon,2,62,85,72.94,670,5,0,115.30,10,40,7.88,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
24,joeburrow,Joe Burrow,CIN,2024,other,Late,6,180,262,68.70,1962,14,2,105.20,18,99,7.49,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
25,joeburrow,Joe Burrow,CIN,2024,other,AFC,12,331,474,69.83,3551,34,6,110.10,39,219,7.49,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
26,joeburrow,Joe Burrow,CIN,2024,other,NFC,5,129,178,72.47,1367,9,3,104.30,9,59,7.68,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
27,joeburrow,Joe Burrow,CIN,2024,other,AFC East,1,21,29,72.41,164,0,0,86.00,3,10,5.66,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
28,joeburrow,Joe Burrow,CIN,2024,other,AFC North,6,167,234,71.37,1839,18,3,114.60,21,145,7.86,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
29,joeburrow,Joe Burrow,CIN,2024,other,AFC South,1,26,37,70.27,271,3,2,95.70,1,2,7.32,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
30,joeburrow,Joe Burrow,CIN,2024,other,AFC West,4,117,174,67.24,1277,13,1,111.20,14,62,7.34,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
31,joeburrow,Joe Burrow,CIN,2024,other,NFC East,4,107,147,72.79,1135,7,2,105.10,9,59,7.72,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
32,joeburrow,Joe Burrow,CIN,2024,other,NFC South,1,22,31,70.97,232,2,1,100.50,0,0,7.48,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
33,joeburrow,Joe Burrow,CIN,2024,other,Baltimore Ravens,2,64,95,67.37,820,9,1,121.40,6,28,8.63,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
34,joeburrow,Joe Burrow,CIN,2024,other,Carolina Panthers,1,22,31,70.97,232,2,1,100.50,0,0,7.48,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
35,joeburrow,Joe Burrow,CIN,2024,other,Cleveland Browns,2,38,55,69.09,433,5,0,122.80,7,59,7.87,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
36,joeburrow,Joe Burrow,CIN,2024,other,Dallas Cowboys,1,33,44,75.00,369,3,1,112.80,2,10,8.39,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
37,joeburrow,Joe Burrow,CIN,2024,other,Denver Broncos,1,39,49,79.59,412,3,0,122.10,7,28,8.41,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
38,joeburrow,Joe Burrow,CIN,2024,other,Kansas City Chiefs,1,23,36,63.89,258,2,0,103.70,3,12,7.17,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
39,joeburrow,Joe Burrow,CIN,2024,other,Las Vegas Raiders,1,27,39,69.23,251,5,1,115.50,1,8,6.44,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
40,joeburrow,Joe Burrow,CIN,2024,other,New England Patriots,1,21,29,72.41,164,0,0,86.00,3,10,5.66,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
41,joeburrow,Joe Burrow,CIN,2024,other,New York Giants,1,19,28,67.86,208,0,0,89.60,4,25,7.43,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
42,joeburrow,Joe Burrow,CIN,2024,other,Philadelphia Eagles,1,26,37,70.27,234,1,1,84.70,1,12,6.32,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
43,joeburrow,Joe Burrow,CIN,2024,other,Pittsburgh Steelers,2,65,84,77.38,586,4,2,101.60,8,58,6.98,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
44,joeburrow,Joe Burrow,CIN,2024,other,Los Angeles Chargers,1,28,50,56.00,356,3,0,98.40,3,14,7.12,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
45,joeburrow,Joe Burrow,CIN,2024,other,Tennessee Titans,1,26,37,70.27,271,3,2,95.70,1,2,7.32,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
46,joeburrow,Joe Burrow,CIN,2024,other,Washington Commanders,1,29,38,76.32,324,3,0,127.50,2,12,8.53,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
47,joeburrow,Joe Burrow,CIN,2024,other,dome,1,28,50,56.00,356,3,0,98.40,3,14,7.12,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
48,joeburrow,Joe Burrow,CIN,2024,other,outdoors,15,399,558,71.51,4193,37,8,109.10,43,254,7.51,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
49,joeburrow,Joe Burrow,CIN,2024,other,retroof,1,33,44,75.00,369,3,1,112.80,2,10,8.39,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
50,joeburrow,Joe Burrow,CIN,2024,other,Starter,17,460,652,70.55,4918,43,9,108.50,48,278,7.54,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
51,joeburrow,Joe Burrow,CIN,2024,other,1st,0,179,243,73.66,2089,12,3,110.60,12,-64,8.60,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
52,joeburrow,Joe Burrow,CIN,2024,other,2nd,0,173,244,70.90,1576,14,4,100.40,10,-52,6.50,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
53,joeburrow,Joe Burrow,CIN,2024,other,3rd,0,97,150,64.67,1126,13,2,110.60,24,-154,7.50,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
54,joeburrow,Joe Burrow,CIN,2024,other,4th,0,11,15,73.33,127,4,0,138.10,2,-8,8.50,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
55,joeburrow,Joe Burrow,CIN,2024,other,1-3,0,62,104,59.62,565,17,0,114.00,10,-80,5.40,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
56,joeburrow,Joe Burrow,CIN,2024,other,4-6,0,82,116,70.69,860,14,1,127.90,9,-43,7.40,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
57,joeburrow,Joe Burrow,CIN,2024,other,7-9,0,68,96,70.83,536,1,2,79.20,8,-53,5.60,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
58,joeburrow,Joe Burrow,CIN,2024,other,10+,0,248,336,73.81,2957,11,6,103.70,21,-102,8.80,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
59,joeburrow,Joe Burrow,CIN,2024,other,1st & 10,0,159,207,76.81,1956,8,2,114.30,11,-58,9.40,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
60,joeburrow,Joe Burrow,CIN,2024,other,1st & <10,0,9,22,40.91,35,4,0,88.30,1,-6,1.60,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
61,joeburrow,Joe Burrow,CIN,2024,other,1st & >10,0,11,14,78.57,98,0,1,66.10,0,0,7.00,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
62,joeburrow,Joe Burrow,CIN,2024,other,2nd & 1-3,0,24,32,75.00,234,5,0,134.60,1,-6,7.30,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
63,joeburrow,Joe Burrow,CIN,2024,other,2nd & 4-6,0,53,75,70.67,559,9,0,131.60,4,-14,7.50,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
64,joeburrow,Joe Burrow,CIN,2024,other,2nd & 7-9,0,51,68,75.00,348,0,1,79.80,5,-30,5.10,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
65,joeburrow,Joe Burrow,CIN,2024,other,2nd & 10+,0,54,83,65.06,533,2,3,76.00,1,-8,6.40,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
66,joeburrow,Joe Burrow,CIN,2024,other,3rd & 1-3,0,26,48,54.17,210,6,0,105.00,7,-66,4.40,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
67,joeburrow,Joe Burrow,CIN,2024,other,3rd & 4-6,0,39,62,62.90,463,7,1,116.50,10,-62,7.50,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
68,joeburrow,Joe Burrow,CIN,2024,other,3rd & 7-9,0,14,23,60.87,174,1,1,80.70,2,-17,7.60,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
69,joeburrow,Joe Burrow,CIN,2024,other,3rd & 10+,0,23,31,74.19,360,1,0,123.10,9,-36,11.60,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
70,joeburrow,Joe Burrow,CIN,2024,other,4th & 1-3,0,9,13,69.23,113,3,0,135.60,2,-8,8.70,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
71,joeburrow,Joe Burrow,CIN,2024,other,4th & 4-6,0,4,6,66.67,55,2,0,135.40,1,-5,9.20,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
72,joeburrow,Joe Burrow,CIN,2024,other,4th & 10+,0,1,1,100.00,10,0,0,108.30,0,0,10.00,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
73,joeburrow,Joe Burrow,CIN,2024,other,Own 1-10,0,7,11,63.64,44,0,0,71.80,0,0,4.00,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
74,joeburrow,Joe Burrow,CIN,2024,other,Own 1-20,0,29,40,72.50,289,0,1,82.20,1,-7,7.20,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
75,joeburrow,Joe Burrow,CIN,2024,other,Own 21-50,0,203,271,74.91,2490,4,2,104.60,25,-131,9.20,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
76,joeburrow,Joe Burrow,CIN,2024,other,Opp 49-20,0,157,219,71.69,1693,9,6,96.30,13,-77,7.70,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
77,joeburrow,Joe Burrow,CIN,2024,other,Red Zone,0,71,122,58.20,446,30,0,105.40,9,-63,3.70,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
78,joeburrow,Joe Burrow,CIN,2024,other,Opp 1-10,0,35,71,49.30,141,23,0,95.20,5,-43,2.00,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
79,joeburrow,Joe Burrow,CIN,2024,other,Leading,0,157,237,66.24,1657,11,5,93.10,18,-134,7.00,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
80,joeburrow,Joe Burrow,CIN,2024,other,Tied,0,143,197,72.59,1514,14,2,114.10,16,-73,7.70,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
81,joeburrow,Joe Burrow,CIN,2024,other,Trailing,0,160,218,73.39,1747,18,2,120.30,14,-71,8.00,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
82,joeburrow,Joe Burrow,CIN,2024,other,1st Qtr,0,113,151,74.83,1043,7,1,105.90,5,-24,6.90,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
83,joeburrow,Joe Burrow,CIN,2024,other,2nd Qtr,0,133,196,67.86,1350,13,1,107.30,20,-92,6.90,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
84,joeburrow,Joe Burrow,CIN,2024,other,3rd Qtr,0,99,134,73.88,1061,10,2,115.30,9,-73,7.90,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
85,joeburrow,Joe Burrow,CIN,2024,other,4th Qtr,0,108,163,66.26,1367,12,5,104.00,12,-82,8.40,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
86,joeburrow,Joe Burrow,CIN,2024,other,OT,0,7,8,87.50,97,1,0,156.80,2,-7,12.10,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
87,joeburrow,Joe Burrow,CIN,2024,other,1st Half,0,246,347,70.89,2393,20,2,106.70,25,-116,6.90,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
88,joeburrow,Joe Burrow,CIN,2024,other,2nd Half,0,207,297,69.70,2428,22,7,109.10,21,-155,8.20,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
89,joeburrow,Joe Burrow,CIN,2024,other,"Leading, < 2 min to go",0,1,2,50.00,32,1,0,135.40,0,0,16.00,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
90,joeburrow,Joe Burrow,CIN,2024,other,"Leading, < 4 min to go",0,5,8,62.50,84,1,1,97.90,2,-20,10.50,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
91,joeburrow,Joe Burrow,CIN,2024,other,"Tied, < 2 min to go",0,4,11,36.36,62,1,0,86.20,1,-7,5.60,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
92,joeburrow,Joe Burrow,CIN,2024,other,"Tied, < 4 min to go",0,8,15,53.33,121,1,0,102.40,2,-15,8.10,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
93,joeburrow,Joe Burrow,CIN,2024,other,"Trailing, < 2 min to go",0,9,18,50.00,104,1,0,86.30,0,0,5.80,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
94,joeburrow,Joe Burrow,CIN,2024,other,"Trailing, < 4 min to go",0,15,27,55.56,185,2,0,101.60,0,0,6.90,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
95,joeburrow,Joe Burrow,CIN,2024,other,Huddle,0,441,626,70.45,4715,42,9,108.50,45,-262,7.50,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
96,joeburrow,Joe Burrow,CIN,2024,other,No Huddle,0,19,26,73.08,203,1,0,108.30,3,-16,7.80,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
97,joeburrow,Joe Burrow,CIN,2024,other,Shotgun,0,415,588,70.58,4468,41,8,110.10,43,-229,7.60,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
98,joeburrow,Joe Burrow,CIN,2024,other,Under Center,0,45,64,70.31,450,2,1,93.90,5,-49,7.00,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
99,joeburrow,Joe Burrow,CIN,2024,other,play action,0,45,68,66.18,471,3,1,94.70,6,-32,6.90,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
100,joeburrow,Joe Burrow,CIN,2024,other,non-play action,0,415,584,71.06,4447,40,8,110.20,42,-246,7.60,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
101,joeburrow,Joe Burrow,CIN,2024,other,rpo,0,64,89,71.91,819,5,0,119.10,5,-19,9.20,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
102,joeburrow,Joe Burrow,CIN,2024,other,non-rpo,0,396,563,70.34,4099,38,9,106.90,43,-259,7.30,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
103,joeburrow,Joe Burrow,CIN,2024,other,< 2.5 seconds,0,340,462,73.59,3147,27,6,105.90,24,-147,6.80,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
104,joeburrow,Joe Burrow,CIN,2024,other,2.5+ seconds,0,120,190,63.16,1771,16,3,115.00,24,-131,9.30,2025-07-07 23:36:58.133716+00,2025-07-08 03:36:58.394427+00,,,,,,,,,,,,,,,,,,,
105,joeburrow,Joe Burrow,CIN,2024,basic_splits,NFL,17,460,652,70.55,4918,43,9,108.50,48,278,7.54,2025-07-08 01:10:59.324753+00,2025-07-08 05:10:59.652076+00,,,,,,,,,,,,,,,,,,,
